clast_ID,x,y,Ellipse_major_axis,Ellipse_minor_axis,Clast_length,Clast_width,Surface_area,Score,Orientation
45.00000,558295.03583,6981604.71917,0.09358,0.06900,0.08913,0.06635,0.00539,0.99681,62.75947
46.00000,558295.50554,6981605.05979,0.09764,0.08297,0.09935,0.08446,0.00672,0.99658,29.76235
47.00000,558295.44783,6981604.29755,0.09410,0.06356,0.08922,0.06180,0.00504,0.99513,115.53954
48.00000,558294.93845,6981604.56716,0.07692,0.04232,0.07092,0.04106,0.00281,0.99298,95.14986
49.00000,558294.73565,6981604.24030,0.06542,0.05238,0.06474,0.05248,0.00296,0.99297,57.95392
50.00000,558294.84626,6981604.39898,0.09935,0.08149,0.10017,0.08179,0.00673,0.99040,40.69427
51.00000,558294.97487,6981604.86805,0.09446,0.06209,0.08992,0.06102,0.00493,0.98514,15.49308
52.00000,558295.43895,6981604.95527,0.05671,0.04798,0.05584,0.04840,0.00238,0.98348,93.07950
53.00000,558295.43061,6981604.60925,0.07551,0.05442,0.07295,0.05347,0.00348,0.98313,69.57226
54.00000,558295.20071,6981604.80242,0.07643,0.05205,0.07521,0.05265,0.00340,0.98278,8.66725
55.00000,558294.89142,6981604.98320,0.09005,0.07686,0.09143,0.07758,0.00578,0.98188,63.42045
56.00000,558295.43778,6981604.46406,0.07828,0.05274,0.07620,0.05097,0.00354,0.97356,52.13712
57.00000,558294.72028,6981605.01758,0.09316,0.05284,0.08996,0.04996,0.00419,0.95524,43.51575
58.00000,558295.33217,6981604.69776,0.06216,0.04795,0.06331,0.05012,0.00257,0.93458,49.79132
59.00000,558294.72019,6981604.36405,0.07324,0.06630,0.06845,0.06371,0.00408,0.92241,97.29495
60.00000,558294.76302,6981604.70091,0.07750,0.04753,0.07513,0.04508,0.00316,0.91757,81.76005
61.00000,558294.98064,6981604.78869,0.06408,0.05209,0.06321,0.05206,0.00285,0.90980,88.87509
62.00000,558294.96507,6981605.16055,0.04278,0.02993,0.04216,0.02975,0.00115,0.89743,48.89618
63.00000,558295.32038,6981605.03729,0.04903,0.03512,0.04838,0.03349,0.00155,0.89410,2.63527
64.00000,558294.98612,6981605.00972,0.08375,0.06984,0.07872,0.06781,0.00481,0.89327,99.30868
65.00000,558294.92824,6981604.33177,0.08426,0.07720,0.08480,0.07797,0.00540,0.88492,107.52017
66.00000,558295.07434,6981604.80861,0.03976,0.03538,0.03744,0.03369,0.00127,0.87607,173.23990
67.00000,558295.33995,6981604.44196,0.05545,0.04290,0.05429,0.04266,0.00206,0.87486,106.53866
68.00000,558295.17865,6981604.53146,0.10055,0.09445,0.09680,0.09308,0.00785,0.86360,86.84071
69.00000,558295.30513,6981604.53633,0.08954,0.06120,0.08552,0.06153,0.00462,0.85964,91.00246
70.00000,558295.54618,6981604.63412,0.08811,0.06976,0.08688,0.07108,0.00516,0.81280,48.11806
71.00000,558295.48949,6981604.57803,0.06829,0.04691,0.06705,0.04409,0.00276,0.80680,62.46752
72.00000,558295.28924,6981605.13733,0.08042,0.06913,0.07776,0.06954,0.00469,0.79461,115.92478
73.00000,558295.41948,6981604.75360,0.06539,0.04255,0.06426,0.04019,0.00243,0.79236,55.94543
74.00000,558295.15072,6981604.63777,0.05077,0.03927,0.04748,0.03631,0.00177,0.78908,64.75432
75.00000,558295.20513,6981604.33790,0.07355,0.03787,0.06846,0.03803,0.00239,0.78230,102.17709
76.00000,558295.28443,6981604.65071,0.05537,0.03878,0.05208,0.03720,0.00189,0.76789,178.08460
77.00000,558295.60271,6981604.62749,0.06978,0.04299,0.04413,0.02596,0.00177,0.73944,28.53980
78.00000,558295.45187,6981604.38253,0.07116,0.06252,0.07066,0.06322,0.00380,0.73826,88.53845
79.00000,558294.72124,6981604.81518,0.05722,0.04738,0.05584,0.04568,0.00235,0.73067,53.63649
80.00000,558295.35139,6981604.99054,0.09270,0.04330,0.08925,0.04102,0.00343,0.70583,94.45030
81.00000,558295.13692,6981604.24967,0.06758,0.04740,0.06564,0.04772,0.00276,0.70322,37.53906
82.00000,558294.77506,6981605.13557,0.08409,0.06930,0.08320,0.06511,0.00491,0.70068,79.43395
83.00000,558294.91873,6981604.24474,0.05661,0.03327,0.05350,0.03164,0.00167,0.69803,40.51893
84.00000,558295.40445,6981604.90023,0.06906,0.05362,0.06764,0.05251,0.00318,0.69356,81.59645
85.00000,558295.54430,6981604.94689,0.04088,0.03281,0.03978,0.03126,0.00122,0.66554,67.32235
86.00000,558295.19458,6981604.21758,0.05379,0.05062,0.05126,0.04813,0.00235,0.65215,52.31761
87.00000,558295.38176,6981604.34807,0.05254,0.03292,0.05205,0.03013,0.00155,0.61821,118.65904
88.00000,558295.55218,6981604.89042,0.04434,0.03242,0.04525,0.03295,0.00126,0.60792,59.54037
89.00000,558295.16133,6981605.02075,0.04358,0.04075,0.04177,0.03998,0.00158,0.60700,78.25492
90.00000,558295.19961,6981604.97279,0.04549,0.03788,0.04538,0.03738,0.00151,0.58615,34.95125
91.00000,558295.44350,6981605.05147,0.05239,0.03432,0.04880,0.03349,0.00160,0.56761,97.97064
92.00000,558294.74692,6981604.78065,0.03723,0.03345,0.03491,0.03071,0.00113,0.56154,59.00742
93.00000,558294.85557,6981604.81418,0.05033,0.03206,0.04997,0.02926,0.00145,0.53331,46.64215
94.00000,558295.20427,6981605.16904,0.04989,0.02477,0.04557,0.01859,0.00101,0.51969,88.47959
95.00000,558294.64700,6981604.36244,0.06704,0.03911,0.06409,0.03850,0.00223,0.51831,74.91407
96.00000,558296.50917,6981604.45505,0.05746,0.04816,0.05791,0.04738,0.00242,0.99868,137.92532
97.00000,558296.44977,6981605.00670,0.08088,0.07022,0.07918,0.06787,0.00474,0.99817,99.59549
98.00000,558295.81788,6981604.97918,0.05753,0.03785,0.05579,0.03719,0.00193,0.99799,88.29749
99.00000,558295.68948,6981604.60694,0.05519,0.05031,0.05326,0.04776,0.00242,0.99675,16.72308
100.00000,558296.55853,6981605.08385,0.06823,0.04528,0.06682,0.04462,0.00268,0.98962,91.22965
101.00000,558295.85935,6981604.82730,0.03883,0.03325,0.03943,0.03418,0.00117,0.98715,135.67550
102.00000,558296.28127,6981604.65744,0.07686,0.04741,0.07442,0.04652,0.00312,0.98713,45.44862
103.00000,558296.34064,6981605.00811,0.05520,0.03965,0.05342,0.03865,0.00192,0.97115,105.88079
104.00000,558296.44603,6981604.76519,0.05483,0.03663,0.05180,0.03458,0.00178,0.97083,62.01270
105.00000,558296.07427,6981604.67551,0.06017,0.03227,0.06081,0.03379,0.00174,0.94749,77.98366
106.00000,558296.25489,6981604.83324,0.10631,0.06786,0.10622,0.06939,0.00600,0.94400,125.06339
107.00000,558295.77197,6981604.90012,0.05855,0.03312,0.05889,0.03377,0.00173,0.94221,66.98119
108.00000,558296.30982,6981604.33221,0.07583,0.04219,0.07062,0.03881,0.00275,0.94046,116.49853
109.00000,558296.30570,6981604.47844,0.08661,0.04360,0.08522,0.04317,0.00325,0.93996,58.00517
110.00000,558295.76395,6981604.66041,0.06606,0.03572,0.06407,0.03471,0.00207,0.93980,34.94185
111.00000,558296.37395,6981604.74167,0.05833,0.03740,0.05389,0.03716,0.00191,0.92890,122.31680
112.00000,558296.56435,6981604.66317,0.05657,0.03991,0.05626,0.03938,0.00199,0.92784,24.14339
113.00000,558296.39702,6981604.88917,0.04378,0.03737,0.04083,0.03737,0.00146,0.92198,72.51352
114.00000,558296.01888,6981604.75821,0.04182,0.03344,0.04000,0.03436,0.00127,0.91585,158.34443
115.00000,558295.68953,6981605.01207,0.04262,0.03410,0.04110,0.03363,0.00131,0.90661,95.78597
116.00000,558295.67784,6981604.86751,0.05834,0.03634,0.05749,0.03475,0.00188,0.86883,74.35361
117.00000,558295.68293,6981604.73725,0.06135,0.05644,0.06088,0.05779,0.00297,0.86552,38.24571
118.00000,558295.89915,6981604.51436,0.03905,0.02952,0.03988,0.02856,0.00106,0.85683,68.01665
119.00000,558296.02646,6981604.81169,0.05868,0.05411,0.05958,0.05586,0.00275,0.82886,176.63315
120.00000,558295.72157,6981605.12187,0.06961,0.06258,0.07127,0.06109,0.00369,0.81804,63.80027
121.00000,558296.15878,6981604.46671,0.06283,0.03947,0.06113,0.04001,0.00216,0.81740,65.81776
122.00000,558296.01403,6981604.26754,0.07163,0.04794,0.07126,0.04501,0.00296,0.79270,7.61439
123.00000,558296.45211,6981604.39153,0.07352,0.04082,0.06855,0.03726,0.00254,0.75909,53.97174
124.00000,558295.91974,6981604.96832,0.06017,0.05202,0.05833,0.05112,0.00271,0.73323,22.77237
125.00000,558296.56663,6981604.56322,0.06011,0.03695,0.05861,0.03730,0.00195,0.71343,17.93101
126.00000,558296.47370,6981604.56058,0.05615,0.03879,0.05302,0.03819,0.00192,0.70271,48.63133
127.00000,558295.96385,6981604.94158,0.08210,0.04739,0.07887,0.04469,0.00333,0.70199,44.27405
128.00000,558296.09755,6981605.06320,0.06402,0.03594,0.06307,0.03548,0.00203,0.69441,160.57018
129.00000,558296.02099,6981604.41199,0.04867,0.04127,0.04682,0.03978,0.00177,0.68791,52.55750
130.00000,558295.93437,6981604.85784,0.06958,0.05095,0.06873,0.05051,0.00305,0.68547,62.02569
131.00000,558296.47258,6981604.28497,0.06491,0.03440,0.06066,0.03165,0.00196,0.68511,130.32823
132.00000,558296.29572,6981604.94140,0.03549,0.02771,0.03439,0.02646,0.00091,0.67142,51.48471
133.00000,558295.77272,6981605.14828,0.05239,0.04567,0.05175,0.04468,0.00209,0.65695,93.21591
134.00000,558296.14472,6981604.65261,0.05882,0.05290,0.05655,0.04901,0.00268,0.65023,99.56473
135.00000,558296.46394,6981604.73283,0.04671,0.03164,0.04474,0.02870,0.00131,0.64757,82.00483
136.00000,558296.56843,6981604.77979,0.04212,0.03083,0.04009,0.03153,0.00117,0.61549,21.49925
137.00000,558295.89353,6981604.91895,0.05750,0.03653,0.05687,0.03464,0.00185,0.60080,63.38911
138.00000,558296.55929,6981604.98156,0.05856,0.03013,0.05227,0.02987,0.00156,0.58559,84.72954
139.00000,558296.41092,6981604.63613,0.04275,0.03514,0.04252,0.03497,0.00135,0.57547,122.74109
140.00000,558296.25146,6981604.35522,0.05896,0.04424,0.05948,0.04461,0.00228,0.57432,179.99685
141.00000,558296.43222,6981605.06632,0.07540,0.05565,0.07454,0.05591,0.00359,0.55445,54.10577
142.00000,558297.43465,6981604.75473,0.10698,0.08258,0.10688,0.08180,0.00734,0.99980,150.41230
143.00000,558296.94931,6981604.77164,0.04426,0.03275,0.04485,0.03226,0.00131,0.99516,65.75940
144.00000,558297.41616,6981604.88116,0.11173,0.05717,0.10786,0.05579,0.00539,0.99415,178.21511
145.00000,558297.04236,6981604.96736,0.05160,0.02679,0.05000,0.02691,0.00124,0.99321,42.33499
146.00000,558297.01876,6981605.13156,0.06070,0.04634,0.05629,0.04503,0.00245,0.99290,82.13635
147.00000,558297.00568,6981604.44926,0.05475,0.03321,0.05259,0.03249,0.00163,0.99275,81.74451
148.00000,558297.21270,6981604.24342,0.07422,0.06209,0.07292,0.06297,0.00380,0.98772,107.28417
149.00000,558296.75774,6981604.96997,0.04894,0.03922,0.04791,0.03729,0.00169,0.98571,35.75559
150.00000,558296.71639,6981604.27202,0.05563,0.03902,0.05288,0.03777,0.00192,0.97354,169.78827
151.00000,558297.46822,6981604.86100,0.06895,0.04900,0.06867,0.04945,0.00285,0.97331,153.76928
152.00000,558296.65497,6981604.86120,0.04251,0.02513,0.04108,0.02614,0.00100,0.96844,84.59870
153.00000,558297.48049,6981604.49805,0.09301,0.08481,0.09605,0.08650,0.00656,0.95355,73.74597
154.00000,558296.71867,6981605.02719,0.04564,0.03898,0.04468,0.03970,0.00159,0.94740,154.72716
155.00000,558297.22604,6981604.77435,0.07057,0.04501,0.06753,0.04452,0.00271,0.93678,156.70240
156.00000,558297.42355,6981604.37725,0.04048,0.02607,0.04069,0.02704,0.00098,0.92454,30.29208
157.00000,558296.87754,6981604.85902,0.08209,0.04728,0.07854,0.04472,0.00326,0.92229,42.85548
158.00000,558297.44969,6981605.01472,0.07707,0.05286,0.06884,0.04745,0.00344,0.90676,103.57694
159.00000,558297.09165,6981604.74063,0.11205,0.07032,0.11143,0.07000,0.00656,0.89985,71.29947
160.00000,558297.51758,6981604.97691,0.04785,0.03933,0.04817,0.03967,0.00167,0.89903,113.09594
161.00000,558297.58105,6981604.35365,0.05156,0.02974,0.04892,0.02703,0.00138,0.89801,8.92735
162.00000,558296.75337,6981604.36172,0.08475,0.05776,0.08170,0.05669,0.00417,0.88151,73.87214
163.00000,558297.19436,6981604.72837,0.06978,0.03423,0.06822,0.03511,0.00210,0.86777,68.78843
164.00000,558296.90845,6981605.05785,0.08708,0.05254,0.08609,0.05475,0.00384,0.85039,98.80747
165.00000,558297.33098,6981604.78976,0.04096,0.02653,0.04080,0.02687,0.00101,0.84374,26.65778
166.00000,558297.32651,6981604.24458,0.10736,0.06142,0.09784,0.05934,0.00549,0.82868,98.90919
167.00000,558296.86879,6981604.50458,0.04378,0.03439,0.04181,0.03431,0.00135,0.81060,103.12060
168.00000,558297.15328,6981605.10956,0.04997,0.02818,0.04874,0.02556,0.00129,0.80247,79.13017
169.00000,558296.78530,6981605.05767,0.04582,0.03934,0.04463,0.03719,0.00160,0.77301,91.50314
170.00000,558297.27793,6981604.92222,0.06463,0.04929,0.06394,0.04890,0.00275,0.76278,8.74906
171.00000,558296.78770,6981604.81505,0.05187,0.03840,0.05093,0.03726,0.00177,0.73535,93.89848
172.00000,558296.69866,6981604.81732,0.06574,0.06414,0.06325,0.06369,0.00359,0.70043,118.16512
173.00000,558297.33157,6981604.63487,0.05302,0.04528,0.05284,0.04581,0.00210,0.69315,50.76666
174.00000,558296.87220,6981604.73525,0.06215,0.05518,0.06183,0.05384,0.00294,0.67964,57.45457
175.00000,558297.06675,6981604.59065,0.03654,0.03305,0.03795,0.03389,0.00111,0.67742,46.70835
176.00000,558297.59525,6981604.45506,0.04705,0.03804,0.04104,0.02387,0.00119,0.66027,159.11745
177.00000,558296.83998,6981604.67323,0.05311,0.03009,0.04999,0.02894,0.00144,0.65940,137.45007
178.00000,558297.57899,6981605.08172,0.04606,0.03932,0.04545,0.03788,0.00162,0.62463,78.94713
179.00000,558296.76579,6981604.53733,0.05059,0.04316,0.04737,0.04017,0.00189,0.61096,78.18892
180.00000,558297.29938,6981604.73008,0.05330,0.04579,0.05126,0.04498,0.00213,0.59336,10.17840
181.00000,558297.57796,6981604.82269,0.05019,0.04353,0.04637,0.04093,0.00192,0.57969,114.73624
182.00000,558297.21073,6981604.52051,0.04521,0.03483,0.04105,0.03359,0.00141,0.51269,84.93490
183.00000,558297.48613,6981604.58019,0.07858,0.03197,0.07180,0.02976,0.00223,0.50236,1.86724
184.00000,558297.85736,6981604.56612,0.05100,0.03174,0.05076,0.03206,0.00146,0.99630,55.28967
185.00000,558298.54790,6981605.05906,0.07257,0.06117,0.06707,0.05991,0.00376,0.99479,86.06185
186.00000,558298.20764,6981604.93989,0.07140,0.03441,0.06593,0.03268,0.00213,0.99142,29.85486
187.00000,558298.13046,6981604.37245,0.05647,0.04174,0.05522,0.04120,0.00207,0.99131,46.45804
188.00000,558297.66904,6981604.50280,0.08054,0.06112,0.07648,0.05960,0.00417,0.98592,86.38494
189.00000,558297.67092,6981604.64599,0.08153,0.05137,0.07966,0.04779,0.00358,0.98496,53.10072
190.00000,558298.29380,6981604.44300,0.06945,0.06028,0.06873,0.06013,0.00358,0.98289,30.04796
191.00000,558297.80173,6981604.99195,0.04291,0.03946,0.03966,0.03702,0.00151,0.97559,128.81482
192.00000,558298.31275,6981604.77302,0.07820,0.04798,0.07443,0.04739,0.00322,0.97162,64.81652
193.00000,558297.79968,6981604.77749,0.05659,0.02811,0.05624,0.02926,0.00144,0.97049,82.54001
194.00000,558298.30666,6981604.31902,0.07826,0.06508,0.08049,0.06753,0.00430,0.96633,28.64589
195.00000,558297.69338,6981604.33428,0.04493,0.03970,0.04773,0.04176,0.00159,0.96463,31.38881
196.00000,558297.76164,6981604.51754,0.07800,0.05650,0.07961,0.05669,0.00376,0.96402,23.35627
197.00000,558298.17947,6981604.59749,0.11636,0.05689,0.10993,0.05271,0.00547,0.95850,40.87216
198.00000,558297.98401,6981604.67684,0.05257,0.04145,0.05086,0.04133,0.00192,0.95815,39.25664
199.00000,558297.98622,6981604.38394,0.07523,0.04923,0.07434,0.04779,0.00316,0.94294,143.05908
200.00000,558298.07796,6981604.25226,0.08137,0.04778,0.08042,0.04649,0.00333,0.89229,139.19298
201.00000,558298.31940,6981604.57893,0.04987,0.04787,0.04911,0.04629,0.00209,0.83940,44.39760
202.00000,558298.09177,6981605.00314,0.07339,0.05340,0.07366,0.05262,0.00333,0.82199,42.72481
203.00000,558297.82732,6981604.92631,0.06607,0.04739,0.05953,0.04366,0.00263,0.81905,113.01148
204.00000,558297.86988,6981604.24398,0.06478,0.05366,0.06097,0.05106,0.00299,0.81608,52.40017
205.00000,558298.42992,6981605.00691,0.08473,0.02743,0.07258,0.02629,0.00198,0.81255,44.96739
206.00000,558298.43107,6981604.86659,0.06125,0.04433,0.06336,0.04634,0.00234,0.80617,82.42922
207.00000,558298.35478,6981604.89297,0.03850,0.03111,0.03773,0.03093,0.00109,0.80512,147.72484
208.00000,558298.45428,6981604.49287,0.05276,0.03533,0.05120,0.03477,0.00164,0.79842,5.92370
209.00000,558298.16808,6981604.85639,0.06538,0.03822,0.06083,0.03712,0.00216,0.77409,52.44570
210.00000,558298.37981,6981604.54037,0.06802,0.04542,0.06295,0.04627,0.00256,0.77343,27.64429
211.00000,558298.31354,6981604.94210,0.12651,0.05164,0.11120,0.04484,0.00524,0.77142,5.74658
212.00000,558298.50832,6981604.25057,0.06726,0.04248,0.06395,0.04056,0.00249,0.75417,74.46545
213.00000,558298.49687,6981604.56258,0.04981,0.03003,0.04802,0.03017,0.00135,0.75013,9.62700
214.00000,558298.50413,6981604.73766,0.05047,0.03128,0.04825,0.03074,0.00142,0.66857,30.94868
215.00000,558298.02067,6981605.13367,0.05496,0.05212,0.05331,0.05144,0.00249,0.66763,144.52245
216.00000,558298.24040,6981604.51134,0.08565,0.05177,0.08522,0.05029,0.00377,0.63525,51.74443
217.00000,558298.51563,6981604.31730,0.06102,0.03802,0.05920,0.03573,0.00202,0.62944,66.16668
218.00000,558298.14028,6981605.06361,0.06282,0.03908,0.05637,0.03758,0.00210,0.62467,81.58890
219.00000,558298.31874,6981605.04044,0.05725,0.04159,0.05522,0.03688,0.00207,0.60543,62.79078
220.00000,558297.87413,6981605.09246,0.08453,0.05206,0.08118,0.05056,0.00375,0.60488,169.11955
221.00000,558297.69911,6981604.60965,0.06985,0.03902,0.06334,0.03695,0.00234,0.60200,39.94088
222.00000,558298.45303,6981604.92255,0.05611,0.03773,0.05458,0.03739,0.00185,0.58425,74.90256
223.00000,558297.76752,6981604.67394,0.05539,0.04168,0.05397,0.04048,0.00202,0.54660,31.95637
224.00000,558298.35799,6981604.81661,0.04968,0.03382,0.04618,0.03304,0.00146,0.52511,42.95944
225.00000,558298.44662,6981604.21815,0.07001,0.04140,0.06835,0.03943,0.00252,0.51197,45.07176
226.00000,558298.86420,6981604.54731,0.05128,0.04520,0.05042,0.04430,0.00203,0.99961,142.84981
227.00000,558298.95635,6981605.03789,0.08450,0.06952,0.07893,0.06765,0.00495,0.99814,81.54626
228.00000,558299.35026,6981605.01854,0.03504,0.02770,0.03362,0.02615,0.00091,0.99484,5.61612
229.00000,558298.89070,6981604.31395,0.06871,0.06196,0.06572,0.06186,0.00357,0.99467,15.93589
230.00000,558299.20775,6981604.51646,0.16566,0.08485,0.15429,0.08445,0.01126,0.98949,19.50872
231.00000,558298.81754,6981604.97222,0.08197,0.04714,0.07754,0.04467,0.00330,0.98865,66.25708
232.00000,558299.01556,6981604.25461,0.07602,0.04088,0.06981,0.03696,0.00265,0.98780,25.13351
233.00000,558298.89345,6981604.60381,0.04166,0.03223,0.03999,0.03149,0.00122,0.96751,8.20608
234.00000,558299.47502,6981604.60526,0.04281,0.04052,0.04207,0.04132,0.00155,0.96692,133.82929
235.00000,558299.18016,6981604.94778,0.08827,0.05728,0.08199,0.05530,0.00424,0.95872,41.52541
236.00000,558298.75363,6981605.13945,0.05585,0.03810,0.05139,0.03419,0.00184,0.95202,46.57758
237.00000,558299.43990,6981604.84449,0.04810,0.02809,0.04752,0.02874,0.00123,0.95014,154.89527
238.00000,558298.66698,6981604.75594,0.07390,0.06462,0.07623,0.06835,0.00399,0.94693,45.01879
239.00000,558299.54488,6981604.60133,0.04220,0.02661,0.04116,0.02619,0.00104,0.92805,83.48788
240.00000,558298.67930,6981605.07342,0.05122,0.04039,0.04868,0.03921,0.00182,0.92751,83.06812
241.00000,558298.80783,6981604.85700,0.05363,0.03786,0.05199,0.03621,0.00180,0.91447,159.48823
242.00000,558299.24517,6981604.72735,0.08121,0.04997,0.07876,0.04814,0.00344,0.91239,31.83364
243.00000,558299.56620,6981605.07849,0.04262,0.02868,0.03878,0.02770,0.00111,0.91230,26.63510
244.00000,558299.06923,6981604.88187,0.04042,0.02951,0.03759,0.02747,0.00109,0.91202,33.22156
245.00000,558299.23401,6981605.13971,0.07057,0.05143,0.06909,0.05008,0.00311,0.91158,152.96450
246.00000,558299.46331,6981604.39723,0.06061,0.02447,0.05273,0.02373,0.00131,0.90144,49.40959
247.00000,558299.00599,6981604.73186,0.05046,0.02328,0.04681,0.02195,0.00108,0.88651,27.68709
248.00000,558298.93492,6981604.73161,0.06261,0.03815,0.05899,0.03652,0.00206,0.88457,114.35981
249.00000,558298.97878,6981604.53757,0.06382,0.04228,0.05948,0.04089,0.00234,0.87853,89.57556
250.00000,558298.64167,6981605.05415,0.03400,0.03201,0.03385,0.03182,0.00100,0.81047,169.83049
251.00000,558299.15871,6981605.08743,0.04517,0.03809,0.04702,0.04036,0.00153,0.79567,157.08039
252.00000,558298.73532,6981604.99796,0.05073,0.04500,0.05002,0.04476,0.00198,0.79063,48.22007
253.00000,558298.91758,6981604.45233,0.05494,0.03437,0.05185,0.03344,0.00167,0.79040,170.19485
254.00000,558299.10553,6981604.97334,0.06082,0.04911,0.05825,0.04815,0.00256,0.78112,30.49053
255.00000,558299.20966,6981605.09226,0.04596,0.03971,0.04376,0.03580,0.00162,0.76197,20.85534
256.00000,558299.14560,6981604.41670,0.05819,0.03844,0.05884,0.03835,0.00196,0.73257,71.40461
257.00000,558298.79408,6981604.63540,0.05068,0.03925,0.04781,0.03360,0.00173,0.72606,84.67763
258.00000,558299.07629,6981605.11121,0.04754,0.03918,0.04532,0.03967,0.00163,0.71636,143.96323
259.00000,558299.12054,6981604.78969,0.04193,0.03695,0.03961,0.03238,0.00140,0.71435,66.70648
260.00000,558298.78425,6981604.34230,0.04255,0.02882,0.04109,0.02749,0.00112,0.69501,174.41105
261.00000,558299.31752,6981604.95620,0.04545,0.02801,0.04301,0.02774,0.00116,0.69432,125.53063
