clast_ID,x,y,Ellipse_major_axis,Ellipse_minor_axis,Clast_length,Clast_width,Surface_area,Score,Orientation
1.00000,558250.96480,6981594.79207,0.05581,0.04764,0.05724,0.04843,0.00236,0.99564,1.19049
2.00000,558250.84176,6981595.26859,0.06977,0.05481,0.06845,0.05684,0.00333,0.99498,147.63178
3.00000,558250.75074,6981595.42776,0.08813,0.06712,0.08705,0.06529,0.00502,0.99252,29.87688
4.00000,558250.60699,6981594.98090,0.08658,0.07791,0.08544,0.07965,0.00570,0.97783,95.85031
5.00000,558250.86195,6981595.09058,0.06397,0.05878,0.06287,0.05917,0.00326,0.97462,126.92345
6.00000,558250.80841,6981594.96227,0.08537,0.05506,0.07788,0.05296,0.00399,0.95463,137.35174
7.00000,558250.62485,6981595.33339,0.09578,0.06558,0.09218,0.06357,0.00531,0.94549,123.29649
8.00000,558250.94983,6981594.86901,0.07663,0.07190,0.07896,0.06967,0.00467,0.94295,71.38496
9.00000,558250.56121,6981595.44141,0.07295,0.05707,0.07204,0.05650,0.00355,0.93982,104.03855
10.00000,558250.43165,6981595.45872,0.06057,0.04198,0.05823,0.04032,0.00225,0.90483,169.31207
11.00000,558250.22739,6981595.29169,0.05043,0.03678,0.04768,0.03594,0.00169,0.86700,51.43179
12.00000,558250.37846,6981595.32055,0.08084,0.02514,0.06829,0.02401,0.00180,0.78807,66.45930
13.00000,558250.29102,6981594.85469,0.06448,0.04950,0.06061,0.04788,0.00277,0.73150,147.80503
14.00000,558250.80647,6981595.32718,0.05828,0.04944,0.05976,0.04923,0.00250,0.66014,10.43529
15.00000,558251.09451,6981594.73017,0.07620,0.03786,0.05281,0.02946,0.00194,0.64556,153.71480
16.00000,558250.35472,6981595.07758,0.05609,0.04725,0.05611,0.04877,0.00233,0.61441,6.84283
17.00000,558250.20506,6981595.53087,0.04410,0.03690,0.04153,0.03735,0.00149,0.60352,44.63705
18.00000,558250.73983,6981595.31874,0.09141,0.08241,0.08697,0.08073,0.00626,0.53822,11.03807
19.00000,558250.70647,6981595.20155,0.07013,0.06441,0.07151,0.06558,0.00386,0.52834,98.41292
20.00000,558251.24824,6981594.99860,0.14133,0.11535,0.14073,0.11174,0.01345,0.99955,122.14521
21.00000,558251.81988,6981594.82921,0.09701,0.05319,0.08915,0.05195,0.00440,0.99779,78.07642
22.00000,558251.99101,6981595.50153,0.08487,0.06115,0.08364,0.06163,0.00448,0.99631,90.74880
23.00000,558251.90073,6981595.27191,0.06429,0.05390,0.06245,0.04988,0.00295,0.96981,76.64380
24.00000,558251.24240,6981594.86046,0.07875,0.04420,0.07228,0.03906,0.00298,0.94152,69.13066
25.00000,558251.88215,6981594.97598,0.07012,0.04857,0.06803,0.04845,0.00295,0.93960,105.67476
26.00000,558251.39030,6981595.05389,0.08685,0.04863,0.08384,0.04854,0.00366,0.90985,175.95033
27.00000,558251.79202,6981595.38062,0.07137,0.04785,0.05793,0.04825,0.00287,0.87527,166.05301
28.00000,558251.57071,6981594.79373,0.06269,0.04180,0.06317,0.03929,0.00234,0.86430,73.22945
29.00000,558251.51616,6981594.96403,0.08880,0.05792,0.08381,0.05734,0.00442,0.84557,93.71273
30.00000,558251.34186,6981594.73945,0.06904,0.03233,0.06346,0.03257,0.00200,0.84488,157.80487
31.00000,558251.60186,6981595.39108,0.06428,0.04391,0.06333,0.04449,0.00250,0.84179,171.68958
32.00000,558251.81713,6981594.88791,0.08510,0.05940,0.07893,0.05725,0.00430,0.83649,91.86706
33.00000,558251.99748,6981594.65644,0.14044,0.08621,0.14065,0.08969,0.01004,0.82824,101.01956
34.00000,558252.09269,6981595.27723,0.06145,0.03821,0.05872,0.02710,0.00178,0.77863,167.02231
35.00000,558251.49981,6981595.01648,0.04564,0.04346,0.04545,0.04090,0.00178,0.74808,104.40430
36.00000,558251.57034,6981594.68791,0.05570,0.03315,0.05291,0.03168,0.00167,0.74764,115.26186
37.00000,558251.37473,6981594.70057,0.03869,0.03389,0.03744,0.03120,0.00122,0.71167,130.94586
38.00000,558251.24031,6981594.72487,0.06765,0.04924,0.06694,0.04787,0.00291,0.66509,157.00552
39.00000,558252.03902,6981594.95027,0.06589,0.03409,0.06633,0.03208,0.00202,0.66000,163.81468
40.00000,558251.86778,6981594.66103,0.09298,0.05334,0.09172,0.05302,0.00424,0.59973,175.07738
41.00000,558251.80661,6981595.29750,0.06217,0.05461,0.06184,0.05621,0.00296,0.57990,94.81011
42.00000,558251.36907,6981595.50986,0.09324,0.03761,0.09375,0.03639,0.00310,0.54626,166.20011
43.00000,558251.97913,6981594.81192,0.05930,0.04631,0.05915,0.04358,0.00242,0.52731,46.15213
44.00000,558251.73932,6981595.16764,0.05256,0.03970,0.05204,0.03921,0.00188,0.52579,158.50595
45.00000,558251.79259,6981595.10941,0.08618,0.05517,0.08561,0.05749,0.00405,0.50072,179.98197
46.00000,558252.86408,6981595.01041,0.07251,0.04627,0.06850,0.04359,0.00295,0.98669,43.38308
47.00000,558252.75948,6981595.10147,0.04996,0.03791,0.04989,0.03529,0.00171,0.96215,138.44570
48.00000,558252.63163,6981595.55561,0.09231,0.06425,0.08998,0.06297,0.00508,0.96043,114.90081
49.00000,558252.97695,6981595.17007,0.08524,0.04898,0.07685,0.04861,0.00360,0.93359,174.87532
50.00000,558252.77753,6981595.55440,0.06800,0.04681,0.06485,0.04524,0.00279,0.90779,28.73013
51.00000,558252.81149,6981595.48106,0.06793,0.05724,0.07240,0.05882,0.00337,0.90328,13.38503
52.00000,558252.60690,6981595.11516,0.06582,0.06204,0.06434,0.06095,0.00353,0.89898,30.34761
53.00000,558252.72597,6981595.32143,0.07994,0.04626,0.07334,0.04669,0.00316,0.87733,135.85766
54.00000,558252.68241,6981594.73584,0.07418,0.04394,0.06960,0.04429,0.00285,0.87355,34.69279
55.00000,558252.27820,6981595.33602,0.05958,0.04473,0.05769,0.04430,0.00234,0.87318,14.69063
56.00000,558252.94055,6981594.77937,0.04774,0.03960,0.04907,0.03839,0.00171,0.73865,16.46109
57.00000,558252.14603,6981594.90961,0.05047,0.02723,0.04838,0.02507,0.00128,0.67225,38.40288
58.00000,558252.97521,6981594.90535,0.07654,0.04909,0.07634,0.04693,0.00324,0.66605,11.39373
59.00000,558252.38529,6981595.22865,0.06396,0.05745,0.06226,0.05603,0.00314,0.64738,136.00427
60.00000,558252.64227,6981594.98517,0.07839,0.04488,0.07250,0.04532,0.00306,0.64613,13.73977
61.00000,558252.62025,6981595.32662,0.07522,0.03667,0.06976,0.03347,0.00242,0.63619,8.33046
62.00000,558252.34640,6981594.81012,0.05177,0.04556,0.04880,0.04434,0.00211,0.59208,34.34188
63.00000,558252.22463,6981595.49960,0.07801,0.04833,0.07533,0.04708,0.00327,0.56314,20.77137
64.00000,558252.98995,6981594.83819,0.06839,0.05286,0.06858,0.05136,0.00314,0.51879,19.47158
65.00000,558253.88043,6981595.46690,0.06472,0.06382,0.06481,0.06563,0.00357,0.99914,80.63407
66.00000,558253.54098,6981595.30783,0.07724,0.05762,0.07504,0.05713,0.00386,0.99749,39.59582
67.00000,558253.28984,6981595.44935,0.07804,0.06026,0.07163,0.05793,0.00399,0.99653,133.13249
68.00000,558253.72880,6981595.37104,0.06957,0.04597,0.06874,0.04406,0.00281,0.97605,87.38962
69.00000,558253.79023,6981595.26576,0.07295,0.04667,0.07084,0.04710,0.00296,0.95536,158.75980
70.00000,558253.92878,6981595.00437,0.06079,0.05303,0.05889,0.05349,0.00281,0.95344,20.05280
71.00000,558254.07063,6981595.43977,0.06015,0.04706,0.05895,0.04782,0.00250,0.93796,32.52160
72.00000,558253.59937,6981595.54983,0.09517,0.05353,0.09288,0.05307,0.00442,0.88497,5.56319
73.00000,558253.26343,6981595.00737,0.06508,0.03466,0.06009,0.03525,0.00202,0.86629,2.70558
74.00000,558253.68880,6981595.06917,0.06112,0.03741,0.05751,0.03539,0.00205,0.84486,5.72154
75.00000,558253.79680,6981594.99733,0.06412,0.04868,0.05989,0.04728,0.00271,0.83808,125.93506
76.00000,558253.20329,6981595.25884,0.06771,0.05006,0.07021,0.05156,0.00295,0.83553,69.47199
77.00000,558253.50697,6981595.38576,0.06966,0.04394,0.07071,0.04419,0.00269,0.78190,174.88179
78.00000,558253.66285,6981594.64634,0.07852,0.06709,0.07771,0.06514,0.00453,0.76942,157.90055
79.00000,558253.38480,6981595.33355,0.05744,0.04604,0.05900,0.04927,0.00234,0.73591,162.81529
80.00000,558253.56285,6981595.01480,0.06974,0.05708,0.06614,0.05732,0.00345,0.69530,86.72976
81.00000,558253.33477,6981595.20253,0.04916,0.04410,0.04623,0.04060,0.00192,0.68091,130.37489
82.00000,558253.78905,6981594.67316,0.05816,0.04885,0.05826,0.04992,0.00250,0.63681,104.06444
83.00000,558253.48263,6981594.96915,0.08620,0.06959,0.08511,0.07167,0.00513,0.62733,100.68548
84.00000,558253.38615,6981594.64557,0.05075,0.03902,0.04884,0.03767,0.00178,0.61509,52.50001
85.00000,558254.03872,6981594.70929,0.06975,0.05655,0.06556,0.05548,0.00335,0.56779,49.48487
86.00000,558253.86951,6981594.87882,0.07792,0.05536,0.07624,0.05718,0.00370,0.55065,33.46369
87.00000,558254.04213,6981595.25736,0.09241,0.07667,0.08835,0.07477,0.00601,0.54219,54.44736
88.00000,558254.44993,6981595.50380,0.07307,0.05952,0.07232,0.05972,0.00374,0.99712,73.37845
89.00000,558254.14432,6981594.94539,0.06621,0.05674,0.06553,0.05492,0.00326,0.99243,164.11930
90.00000,558254.94227,6981595.13511,0.08116,0.06596,0.08035,0.06619,0.00459,0.97221,80.41932
91.00000,558254.97890,6981594.91761,0.07915,0.05770,0.07892,0.05571,0.00393,0.96594,108.52914
92.00000,558254.79226,6981594.74080,0.05471,0.04660,0.05339,0.04449,0.00227,0.95650,171.65527
93.00000,558254.68917,6981595.50801,0.08573,0.04831,0.08268,0.04770,0.00358,0.94926,123.18984
94.00000,558254.77347,6981595.00195,0.06052,0.03924,0.05935,0.03942,0.00213,0.94708,17.20824
95.00000,558254.30866,6981594.81019,0.05676,0.04347,0.05745,0.04420,0.00221,0.94641,5.13290
96.00000,558254.26636,6981595.38368,0.08093,0.05869,0.07753,0.05828,0.00403,0.94638,169.06534
97.00000,558254.75174,6981595.52958,0.07486,0.06415,0.07176,0.06319,0.00415,0.94434,144.87743
98.00000,558254.94885,6981595.30180,0.09441,0.07677,0.08535,0.07464,0.00606,0.93436,109.34344
99.00000,558254.96125,6981595.01929,0.05231,0.04918,0.05302,0.04731,0.00229,0.93200,131.31124
100.00000,558254.60101,6981594.79833,0.04912,0.04155,0.04844,0.04096,0.00184,0.92909,126.05724
101.00000,558254.85024,6981594.97095,0.04674,0.04351,0.04406,0.04426,0.00182,0.92836,174.00841
102.00000,558255.05201,6981595.33113,0.06832,0.04119,0.07053,0.04115,0.00250,0.92662,58.85455
103.00000,558254.80589,6981595.21598,0.06788,0.04981,0.06852,0.04725,0.00296,0.90290,105.51117
104.00000,558254.39653,6981594.76125,0.07016,0.05467,0.06906,0.05525,0.00327,0.88876,162.96508
105.00000,558254.60420,6981594.98623,0.09111,0.04827,0.08750,0.04424,0.00384,0.87742,174.25494
106.00000,558254.25631,6981594.72157,0.05742,0.04486,0.05723,0.04402,0.00229,0.84781,89.47609
107.00000,558254.57035,6981595.10500,0.08582,0.06230,0.08716,0.06351,0.00453,0.77922,166.00971
108.00000,558254.87318,6981595.52305,0.08654,0.06481,0.08945,0.06612,0.00481,0.75963,158.74477
109.00000,558254.19386,6981594.84824,0.06762,0.03615,0.06074,0.03285,0.00215,0.69125,35.96132
110.00000,558254.63950,6981595.25484,0.06363,0.05394,0.06562,0.05625,0.00296,0.67638,110.10283
111.00000,558254.26203,6981595.55111,0.09180,0.05286,0.09175,0.05231,0.00419,0.67278,71.80116
112.00000,558254.57772,6981594.87556,0.05299,0.04523,0.04892,0.04169,0.00213,0.66912,58.91530
113.00000,558254.65951,6981594.99052,0.07406,0.03104,0.06407,0.02753,0.00200,0.65079,16.36624
114.00000,558254.65069,6981594.68752,0.06826,0.03621,0.06612,0.03527,0.00223,0.64311,3.07323
115.00000,558254.54772,6981594.66922,0.04832,0.04006,0.04842,0.03962,0.00176,0.61796,0.66607
116.00000,558254.37508,6981595.21603,0.06780,0.04036,0.06639,0.03779,0.00242,0.59547,10.44416
117.00000,558255.24628,6981595.32371,0.08485,0.06706,0.08210,0.06401,0.00486,0.99775,164.31417
118.00000,558255.88499,6981595.35395,0.08052,0.06353,0.07806,0.05909,0.00438,0.99579,116.61964
119.00000,558255.41197,6981594.92757,0.06043,0.04917,0.05868,0.04828,0.00262,0.99253,126.61304
120.00000,558255.44024,6981595.44002,0.08440,0.06188,0.08170,0.05809,0.00448,0.99242,57.20735
121.00000,558255.36514,6981594.84373,0.06743,0.04859,0.06931,0.05041,0.00287,0.99090,36.11086
122.00000,558255.35849,6981595.03771,0.07740,0.04978,0.07485,0.04843,0.00337,0.99083,88.67061
123.00000,558255.72858,6981595.09715,0.09892,0.07004,0.09800,0.07127,0.00589,0.98913,8.81021
124.00000,558255.32025,6981595.54088,0.10943,0.08298,0.11015,0.08420,0.00756,0.98187,30.51566
125.00000,558255.14060,6981595.31447,0.07166,0.06982,0.06728,0.06823,0.00428,0.97340,15.84345
126.00000,558255.52003,6981594.65907,0.08348,0.05247,0.07797,0.04988,0.00374,0.95146,73.69492
127.00000,558255.20840,6981595.57893,0.04857,0.04747,0.04808,0.04669,0.00203,0.92737,45.71346
128.00000,558255.71045,6981594.71933,0.06728,0.05138,0.06632,0.04901,0.00300,0.91893,95.35840
129.00000,558255.24542,6981594.92339,0.06825,0.03950,0.06502,0.03982,0.00234,0.88075,110.44670
130.00000,558255.24709,6981595.18356,0.05425,0.03467,0.05427,0.03343,0.00172,0.87292,32.14088
131.00000,558256.08114,6981594.72892,0.06310,0.05455,0.05988,0.04672,0.00271,0.86934,150.35461
132.00000,558255.55015,6981595.07649,0.04399,0.03264,0.04479,0.03260,0.00132,0.85075,104.24981
133.00000,558255.67338,6981595.05933,0.06532,0.04414,0.06145,0.04279,0.00250,0.84235,153.98781
134.00000,558256.09505,6981595.13995,0.05731,0.04214,0.05784,0.02563,0.00149,0.83049,171.49148
135.00000,558255.71182,6981594.95911,0.05655,0.03553,0.05159,0.03523,0.00180,0.80273,178.23280
136.00000,558255.85266,6981595.24303,0.06303,0.06044,0.06201,0.05988,0.00329,0.79578,66.51863
137.00000,558255.91711,6981595.04525,0.04929,0.04363,0.04697,0.04147,0.00188,0.76777,38.77796
138.00000,558255.60407,6981595.47886,0.08426,0.04329,0.08023,0.04152,0.00316,0.75910,50.55116
139.00000,558255.98552,6981595.58298,0.08166,0.06219,0.05774,0.06218,0.00343,0.74314,172.34265
140.00000,558255.71778,6981595.48019,0.07133,0.06750,0.06520,0.06303,0.00413,0.71023,114.79329
141.00000,558255.81452,6981595.43651,0.05326,0.04343,0.05308,0.04313,0.00207,0.66734,24.75413
142.00000,558255.55512,6981594.83505,0.08451,0.04392,0.07048,0.04118,0.00314,0.64021,177.89304
143.00000,558255.21599,6981595.02445,0.05732,0.03347,0.05355,0.03140,0.00169,0.59795,22.80527
144.00000,558255.31719,6981594.93814,0.09077,0.03483,0.08211,0.03264,0.00271,0.59379,62.51568
145.00000,558255.15019,6981594.90431,0.05187,0.04212,0.05040,0.04043,0.00196,0.59125,112.86259
146.00000,558255.80151,6981595.50294,0.05267,0.02885,0.05002,0.02881,0.00140,0.58034,39.62288
147.00000,558256.34090,6981595.32899,0.05841,0.04750,0.05586,0.04503,0.00246,0.99774,108.98208
148.00000,558256.62263,6981595.36142,0.07321,0.04833,0.07390,0.05004,0.00310,0.98312,28.87004
149.00000,558256.68894,6981595.13334,0.05782,0.04602,0.05293,0.04359,0.00236,0.98114,43.53344
150.00000,558256.91067,6981595.13857,0.06693,0.05453,0.06689,0.05313,0.00316,0.98049,83.84690
151.00000,558257.04913,6981594.80588,0.15086,0.11321,0.13760,0.11338,0.01298,0.97891,126.23047
152.00000,558256.56792,6981595.38836,0.06002,0.04867,0.05712,0.04763,0.00256,0.97841,146.39291
153.00000,558256.86162,6981595.55384,0.08268,0.05673,0.08186,0.05620,0.00407,0.97406,104.54799
154.00000,558256.70463,6981595.48537,0.09720,0.06081,0.09710,0.06179,0.00508,0.95407,85.79674
155.00000,558256.97918,6981595.35824,0.05725,0.04854,0.05440,0.04713,0.00242,0.95310,118.74639
156.00000,558256.34798,6981595.17617,0.05435,0.02896,0.05273,0.03023,0.00145,0.92574,127.35111
157.00000,558256.45829,6981595.38931,0.07924,0.05247,0.07533,0.05238,0.00362,0.91166,83.42351
158.00000,558256.13367,6981595.45242,0.09143,0.05986,0.09002,0.06201,0.00465,0.90213,15.15915
159.00000,558256.52592,6981595.27176,0.05321,0.04889,0.05399,0.04949,0.00231,0.89991,101.93875
160.00000,558256.22070,6981594.92176,0.05659,0.03561,0.05548,0.03568,0.00184,0.87531,152.50136
161.00000,558256.22081,6981594.84429,0.08442,0.05234,0.08368,0.05285,0.00384,0.87235,1.90353
162.00000,558256.67074,6981595.22324,0.06392,0.04695,0.05924,0.04377,0.00265,0.86747,76.41621
163.00000,558256.74110,6981594.86307,0.05582,0.03839,0.05324,0.03758,0.00194,0.86731,38.64420
164.00000,558256.98466,6981595.15541,0.07197,0.05502,0.07493,0.05650,0.00345,0.83645,20.77487
165.00000,558256.28041,6981595.21915,0.06711,0.04501,0.06265,0.04072,0.00264,0.83371,128.51759
166.00000,558256.19730,6981595.07375,0.05317,0.03908,0.05052,0.03789,0.00188,0.83193,35.29203
167.00000,558256.70804,6981595.07143,0.07451,0.03922,0.07017,0.03921,0.00258,0.82737,147.62358
168.00000,558256.78600,6981594.98713,0.10731,0.06199,0.10053,0.06370,0.00560,0.82636,113.17584
169.00000,558256.52388,6981595.49176,0.06316,0.03681,0.05808,0.03718,0.00207,0.81332,55.09783
170.00000,558256.61012,6981594.94266,0.06178,0.05986,0.05927,0.05615,0.00318,0.79805,41.23278
171.00000,558256.77457,6981594.72247,0.05053,0.04881,0.04677,0.04989,0.00221,0.73485,131.66002
172.00000,558257.08089,6981594.65606,0.05851,0.03877,0.05609,0.03793,0.00200,0.72304,161.82685
173.00000,558256.20700,6981595.12923,0.07377,0.06915,0.06959,0.07234,0.00428,0.71475,76.81316
174.00000,558256.51540,6981594.86821,0.08914,0.05259,0.08769,0.05337,0.00399,0.68797,67.65092
175.00000,558256.27150,6981594.75240,0.06563,0.04534,0.06737,0.04718,0.00262,0.68403,104.04632
176.00000,558256.69199,6981594.70535,0.06508,0.05389,0.06186,0.05302,0.00304,0.67167,94.98947
177.00000,558256.37610,6981594.83870,0.05787,0.04829,0.05621,0.04684,0.00248,0.62121,130.39721
178.00000,558256.81575,6981595.44166,0.05513,0.04424,0.05400,0.04401,0.00215,0.52742,146.48990
179.00000,558256.55053,6981595.55337,0.06195,0.04192,0.05888,0.04089,0.00231,0.51162,52.84937
180.00000,558257.34371,6981595.19569,0.04972,0.04101,0.04843,0.03963,0.00184,0.99966,88.64240
181.00000,558257.90691,6981594.89183,0.06155,0.04805,0.06023,0.04717,0.00262,0.99659,53.17767
182.00000,558257.70945,6981594.69737,0.22179,0.12838,0.21338,0.11558,0.02314,0.99587,81.96732
183.00000,558257.41026,6981595.54379,0.05874,0.05505,0.05525,0.05133,0.00283,0.99087,163.46091
184.00000,558257.44074,6981595.07835,0.08561,0.06054,0.08448,0.06005,0.00444,0.98632,113.89849
185.00000,558257.51202,6981594.70467,0.08148,0.05202,0.07826,0.04847,0.00366,0.98150,177.51966
186.00000,558257.41656,6981595.37194,0.14580,0.11914,0.14031,0.11848,0.01426,0.97892,41.64777
187.00000,558257.99698,6981595.00944,0.09185,0.06054,0.08820,0.05923,0.00475,0.97674,116.05739
188.00000,558257.18021,6981595.33701,0.07892,0.05651,0.07938,0.05733,0.00386,0.96808,93.45339
189.00000,558257.89982,6981595.37589,0.06430,0.05193,0.06175,0.04852,0.00289,0.95527,86.33901
190.00000,558257.37824,6981595.47373,0.10061,0.06568,0.09588,0.06018,0.00554,0.94580,52.00408
191.00000,558257.47808,6981594.84451,0.07744,0.04868,0.07204,0.04701,0.00326,0.94400,150.89086
192.00000,558257.77894,6981594.83791,0.07306,0.04749,0.06900,0.04769,0.00298,0.93387,23.83206
193.00000,558257.57180,6981595.23191,0.09640,0.03975,0.08738,0.04139,0.00329,0.91613,106.84075
194.00000,558257.33022,6981594.99596,0.08631,0.06417,0.08220,0.06121,0.00475,0.90959,114.44560
195.00000,558257.48388,6981595.22873,0.05988,0.04004,0.05833,0.03972,0.00213,0.89643,154.90326
196.00000,558257.69568,6981595.55965,0.06152,0.04045,0.06028,0.04173,0.00223,0.89389,161.67288
197.00000,558257.67653,6981595.12072,0.04815,0.03907,0.04670,0.03736,0.00171,0.88822,43.83421
198.00000,558257.89725,6981595.10779,0.07951,0.06690,0.07489,0.06553,0.00453,0.88355,160.13002
199.00000,558257.28519,6981594.90794,0.07583,0.05781,0.07451,0.05676,0.00376,0.87150,73.66711
200.00000,558257.67595,6981594.88657,0.06880,0.05544,0.06776,0.05578,0.00329,0.85354,63.44640
201.00000,558257.28311,6981595.46973,0.05361,0.04208,0.05352,0.04239,0.00203,0.84711,143.63411
202.00000,558257.20027,6981595.44485,0.05075,0.04593,0.05104,0.04648,0.00209,0.83857,159.91749
203.00000,558257.35453,6981594.71712,0.07015,0.06619,0.06618,0.06303,0.00399,0.82574,35.96655
204.00000,558257.83803,6981595.08745,0.08360,0.05849,0.07151,0.05332,0.00393,0.77518,163.87104
205.00000,558258.05806,6981594.89309,0.06863,0.03410,0.06840,0.03420,0.00209,0.76414,64.28581
206.00000,558257.99004,6981595.32824,0.05719,0.04070,0.05551,0.04026,0.00209,0.75779,10.28873
207.00000,558257.29537,6981595.26354,0.04859,0.03241,0.04308,0.03082,0.00143,0.73391,1.38896
208.00000,558257.76809,6981595.42118,0.05040,0.03908,0.04744,0.03795,0.00178,0.72871,34.80987
209.00000,558257.51623,6981595.06839,0.05820,0.04888,0.05497,0.04991,0.00250,0.71678,24.29608
210.00000,558257.52792,6981595.14984,0.05056,0.03250,0.05011,0.03143,0.00151,0.70027,142.99842
211.00000,558257.41803,6981594.97377,0.09435,0.05200,0.08693,0.04936,0.00417,0.66186,153.49095
212.00000,558257.22974,6981594.96689,0.05539,0.04534,0.05687,0.04265,0.00223,0.61088,21.74580
213.00000,558257.41389,6981595.21742,0.07031,0.04682,0.07043,0.04842,0.00289,0.60403,0.44219
214.00000,558258.05081,6981595.19017,0.04831,0.04055,0.04481,0.03989,0.00174,0.57584,156.98164
215.00000,558257.55386,6981594.86831,0.09749,0.04442,0.08772,0.04057,0.00366,0.54302,58.83846
216.00000,558257.88921,6981594.69245,0.05747,0.03578,0.05653,0.03297,0.00186,0.54240,20.86069
217.00000,558257.12754,6981595.14293,0.07261,0.04711,0.06874,0.04999,0.00283,0.53830,50.03584
218.00000,558257.62847,6981594.92399,0.06273,0.04819,0.06205,0.04854,0.00265,0.51838,93.97767
219.00000,558258.57258,6981594.74812,0.11256,0.07461,0.10814,0.07172,0.00701,0.98919,1.09878
220.00000,558258.90684,6981594.82734,0.06970,0.05942,0.06902,0.05961,0.00357,0.98345,142.17343
221.00000,558258.83303,6981594.67938,0.06438,0.04340,0.06198,0.03957,0.00246,0.98082,67.40957
222.00000,558258.30393,6981594.80834,0.09169,0.04315,0.08832,0.03974,0.00347,0.97901,4.56220
223.00000,558258.62084,6981594.98970,0.06794,0.03919,0.06200,0.03814,0.00236,0.95744,117.52265
224.00000,558258.56775,6981595.18851,0.05768,0.04074,0.05664,0.03985,0.00211,0.93332,83.77713
225.00000,558258.23504,6981595.49886,0.04558,0.03595,0.04434,0.03633,0.00151,0.88993,75.76860
226.00000,558258.89820,6981595.29298,0.11655,0.07194,0.11024,0.06776,0.00696,0.87544,86.63947
227.00000,558258.84245,6981595.49748,0.06608,0.05363,0.06619,0.05162,0.00308,0.86539,113.42797
228.00000,558258.97052,6981595.15041,0.06008,0.04339,0.05458,0.04321,0.00227,0.85637,155.54421
229.00000,558258.73450,6981595.04596,0.05184,0.04327,0.04973,0.04403,0.00200,0.84681,1.17547
230.00000,558258.82524,6981594.77916,0.05146,0.04195,0.04884,0.04124,0.00194,0.81962,156.93762
231.00000,558259.03888,6981595.00427,0.05883,0.05625,0.05801,0.05615,0.00287,0.79154,78.74307
232.00000,558258.71270,6981594.83187,0.07542,0.05734,0.07560,0.05668,0.00376,0.74479,81.84764
233.00000,558258.20004,6981595.38267,0.04340,0.03260,0.03809,0.03163,0.00130,0.73244,124.74954
234.00000,558258.85315,6981595.39981,0.05831,0.04878,0.05603,0.04686,0.00248,0.72394,45.01061
235.00000,558258.24123,6981595.05420,0.11568,0.05521,0.10349,0.05121,0.00529,0.70851,102.36876
236.00000,558258.67072,6981594.72243,0.05593,0.05455,0.05336,0.05340,0.00267,0.69667,30.10989
237.00000,558259.06081,6981595.16304,0.07319,0.05271,0.06931,0.05083,0.00331,0.68851,162.28788
238.00000,558258.56296,6981595.09751,0.05957,0.03244,0.05731,0.02954,0.00176,0.68697,74.83308
239.00000,558259.00968,6981595.37400,0.06449,0.05654,0.06232,0.05361,0.00318,0.68041,54.25060
240.00000,558259.02276,6981595.47645,0.08258,0.05905,0.08190,0.05800,0.00419,0.62524,9.38126
241.00000,558258.37961,6981595.16054,0.07122,0.04530,0.07387,0.04808,0.00281,0.59663,27.47279
242.00000,558258.17793,6981595.53058,0.05827,0.03552,0.05866,0.03585,0.00188,0.58810,27.75686
243.00000,558258.48997,6981594.78681,0.08153,0.04705,0.08016,0.04743,0.00333,0.58673,149.09861
244.00000,558258.31797,6981595.51967,0.04010,0.03372,0.04047,0.03324,0.00126,0.58280,134.11593
245.00000,558258.42062,6981595.31508,0.05409,0.03503,0.05298,0.03532,0.00172,0.55131,94.48410
246.00000,558258.39729,6981594.67961,0.05571,0.04497,0.05356,0.04397,0.00217,0.53759,165.11037
247.00000,558258.23108,6981594.83959,0.04687,0.03369,0.04532,0.03237,0.00143,0.50781,60.96799
248.00000,558259.81332,6981595.42922,0.08062,0.06429,0.07937,0.06289,0.00446,0.99713,49.23729
249.00000,558260.05539,6981594.80249,0.05309,0.03971,0.05327,0.03876,0.00190,0.99674,82.54355
250.00000,558259.25743,6981595.52502,0.11006,0.06615,0.10895,0.06835,0.00618,0.99356,118.01191
251.00000,558259.58992,6981595.42582,0.08644,0.08048,0.08595,0.08042,0.00581,0.98974,36.62791
252.00000,558259.67274,6981595.36866,0.10678,0.07739,0.10468,0.07833,0.00694,0.98710,69.87995
253.00000,558259.34269,6981595.41835,0.05171,0.04440,0.04985,0.04367,0.00205,0.98612,138.84734
254.00000,558260.02131,6981595.32386,0.06580,0.04761,0.06350,0.04536,0.00275,0.97233,166.04278
255.00000,558259.55209,6981595.23509,0.05660,0.05025,0.05722,0.04842,0.00252,0.97189,179.71602
256.00000,558259.97465,6981595.55504,0.07395,0.06044,0.07208,0.05749,0.00388,0.96229,147.93953
257.00000,558259.92423,6981595.09167,0.06601,0.04531,0.05952,0.04385,0.00262,0.91235,128.54522
258.00000,558259.41765,6981594.95019,0.07833,0.04862,0.07923,0.04846,0.00333,0.89337,87.55152
259.00000,558259.50070,6981595.04901,0.06090,0.04639,0.06268,0.04531,0.00250,0.87111,10.52956
260.00000,558259.19708,6981595.34533,0.08844,0.04058,0.08074,0.03880,0.00312,0.86556,60.72284
261.00000,558259.24787,6981594.71426,0.06560,0.05066,0.06262,0.04920,0.00291,0.86359,79.79509
262.00000,558259.30813,6981594.98815,0.06830,0.04476,0.06538,0.04404,0.00269,0.86104,1.73745
263.00000,558259.73535,6981595.27131,0.05940,0.03246,0.05572,0.03125,0.00172,0.85911,50.20218
